Workflow,Ambiente,Repeticao,Tempo_Segundos,Memoria_Pico_MB,Status
API: Escrita,Python,4,0.06670498847961426,9.18359375,SUCESSO
API: Escrita,Python,5,0.11777687072753906,10.0390625,SUCESSO
API: Escrita,Python,6,0.06664800643920898,10.4296875,SUCESSO
API: Escrita,Python,7,0.06905102729797363,10.33984375,SUCESSO
API: Escrita,Python,8,0.06503486633300781,10.45703125,SUCESSO
API: Escrita,Python,9,0.06537771224975586,10.40234375,SUCESSO
API: Escrita,Python,10,0.1186225414276123,9.1640625,SUCESSO
API: Escrita,VisTrails,1,1.1610000133514404,8.734375,SUCESSO
API: Escrita,VisTrails,2,1.0869998931884766,8.73828125,SUCESSO
API: Escrita,VisTrails,3,1.1590001583099365,8.734375,SUCESSO
API: Escrita,VisTrails,4,1.060999870300293,8.734375,SUCESSO
API: Escrita,VisTrails,5,1.1190001964569092,8.73046875,SUCESSO
API: Escrita,VisTrails,6,1.2119998931884766,8.734375,SUCESSO
API: Escrita,VisTrails,7,1.2179999351501465,8.734375,SUCESSO
API: Escrita,VisTrails,8,1.2659997940063477,8.734375,SUCESSO
API: Escrita,VisTrails,9,1.1649999618530273,8.73828125,SUCESSO
API: Escrita,VisTrails,10,1.1200001239776611,8.734375,SUCESSO
API: Processamento Imagem,Python,1,0.07525801658630371,8.08203125,SUCESSO
API: Processamento Imagem,Python,2,0.04559493064880371,8.953125,SUCESSO
API: Processamento Imagem,Python,3,0.06256413459777832,9.1015625,SUCESSO
API: Processamento Imagem,Python,4,0.06904721260070801,8.00390625,SUCESSO
API: Processamento Imagem,Python,5,0.5476510524749756,8.828125,SUCESSO
API: Processamento Imagem,Python,6,0.06077432632446289,9.26171875,SUCESSO
API: Processamento Imagem,Python,7,0.14456510543823242,8.1796875,SUCESSO
API: Processamento Imagem,Python,8,0.045162200927734375,8.3359375,SUCESSO
API: Processamento Imagem,Python,9,0.05138754844665527,9.19921875,SUCESSO
API: Processamento Imagem,Python,10,0.0379030704498291,6.8203125,SUCESSO
API: Processamento Imagem,VisTrails,1,0.9050002098083496,8.73828125,SUCESSO
API: Processamento Imagem,VisTrails,2,0.8050000667572021,8.734375,SUCESSO
API: Processamento Imagem,VisTrails,3,0.8190000057220459,8.734375,SUCESSO
API: Processamento Imagem,VisTrails,4,0.8250000476837158,8.73828125,SUCESSO
API: Processamento Imagem,VisTrails,5,0.8900001049041748,8.734375,SUCESSO
API: Processamento Imagem,VisTrails,6,0.8619999885559082,8.734375,SUCESSO
API: Processamento Imagem,VisTrails,7,0.8220000267028809,8.73828125,SUCESSO
API: Processamento Imagem,VisTrails,8,0.8359999656677246,8.734375,SUCESSO
API: Processamento Imagem,VisTrails,9,0.8410000801086426,8.73828125,SUCESSO
API: Processamento Imagem,VisTrails,10,0.8229999542236328,8.73046875,SUCESSO
